Overall Qual,Gr Liv Area,Total Bsmt SF,1st Flr SF,Garage Cars,Garage Area,Year Built,Full Bath,Bedroom AbvGr,SalePrice
5,971,971.0,971,1.0,300.0,1969,1,3,128500
5,864,864.0,864,1.0,288.0,1972,1,3,128500
5,894,894.0,894,2.0,552.0,1972,1,3,149900
5,864,864.0,864,1.0,297.0,1972,1,3,119900
6,1320,630.0,630,2.0,484.0,1993,2,3,137000
8,1989,1065.0,1091,2.0,586.0,2002,2,3,255000
7,1762,826.0,878,2.0,591.0,2002,2,3,222000
6,1755,840.0,840,2.0,530.0,1999,2,3,214000
8,1358,1348.0,1358,2.0,418.0,2002,1,1,220000
8,1787,1753.0,1787,3.0,748.0,2001,2,3,275000
7,1909,872.0,872,2.0,529.0,2002,2,4,197000
7,1654,1654.0,1654,3.0,900.0,2002,2,3,230000
8,2214,1090.0,1090,3.0,646.0,1999,2,3,268500
7,2049,1065.0,1065,2.0,467.0,1996,2,4,210900
7,1939,1054.0,1070,3.0,555.0,1998,2,3,227000
7,1995,930.0,950,2.0,610.0,1995,2,4,237000
7,2097,1108.0,1108,2.0,583.0,1998,2,3,274300
7,1836,1860.0,1836,2.0,484.0,2004,2,3,216837
6,848,848.0,848,2.0,420.0,2003,1,1,133000
6,848,848.0,848,2.0,420.0,2004,1,1,155900
8,1919,1079.0,1079,2.0,685.0,2006,2,3,233230
7,1390,1390.0,1390,2.0,545.0,2003,2,3,207000
7,1948,847.0,847,2.0,434.0,2004,2,4,195000
6,1700,1682.0,1700,2.0,544.0,2003,2,3,200000
7,1737,851.0,851,2.0,578.0,2006,2,3,203160
7,1611,784.0,784,2.0,572.0,2005,2,3,195800
7,1552,1552.0,1552,3.0,782.0,2005,2,3,212900
7,1720,860.0,860,2.0,565.0,2004,2,3,196500
7,1336,1336.0,1336,2.0,502.0,2005,2,3,198000
6,1500,750.0,750,2.0,564.0,2005,2,3,173900
6,1456,728.0,728,2.0,390.0,2005,2,3,163990
7,1310,1310.0,1310,2.0,400.0,2005,2,3,164990
4,1436,676.0,760,2.0,528.0,1910,2,3,98000
5,1466,1466.0,1466,2.0,528.0,1959,1,3,149900
4,1220,836.0,1220,2.0,396.0,1951,1,2,102000
6,1012,976.0,1012,0.0,0.0,1975,2,4,127500
6,980,945.0,980,0.0,0.0,1975,2,4,127500
5,1176,1176.0,1176,1.0,360.0,1969,1,2,119900
7,1724,796.0,806,2.0,616.0,2003,2,3,196500
6,914,914.0,914,0.0,0.0,2002,1,2,117250
7,2314,1150.0,1164,2.0,502.0,2003,2,3,229000
5,1072,547.0,1072,2.0,525.0,2005,1,2,145000
6,1072,547.0,1072,2.0,525.0,2005,2,2,140000
6,1072,547.0,1072,2.0,525.0,2005,1,2,142500
7,1709,970.0,970,2.0,380.0,2004,2,3,134000
7,1709,970.0,970,2.0,380.0,2004,2,3,130000
6,1709,970.0,970,2.0,380.0,2004,2,3,130000
7,1709,970.0,970,2.0,380.0,2004,2,3,137500
7,1708,976.0,976,2.0,380.0,2004,2,3,130000
4,936,624.0,624,1.0,265.0,1948,1,3,97900
6,1338,832.0,846,2.0,528.0,1915,2,3,92000
4,1669,1093.0,1093,1.0,288.0,1924,1,4,107000
5,1184,658.0,658,0.0,0.0,1910,1,5,81000
5,1221,784.0,949,1.0,392.0,1924,1,4,104900
5,864,864.0,864,2.0,572.0,1955,1,2,115000
4,1482,954.0,1482,2.0,609.0,1954,2,3,125000
5,1250,686.0,686,1.0,280.0,1918,1,3,116000
4,1414,864.0,964,0.0,0.0,1922,1,3,83000
4,2230,795.0,954,1.0,440.0,1912,1,5,118500
2,498,498.0,498,1.0,216.0,1922,1,1,35000
4,1273,616.0,1055,1.0,275.0,1910,1,3,121000
5,1928,686.0,948,0.0,0.0,1916,2,5,160000
6,1595,940.0,1192,1.0,240.0,1940,1,2,140000
5,1551,1058.0,1058,1.0,240.0,1938,2,3,137000
6,1340,780.0,816,1.0,440.0,1945,1,3,128000
7,1479,624.0,743,1.0,312.0,1926,1,3,160000
5,1784,747.0,892,1.0,180.0,1914,1,4,138887
6,1510,755.0,755,1.0,216.0,1920,1,3,149000
5,1522,1008.0,1008,0.0,0.0,1926,2,4,102000
7,1636,818.0,818,1.0,288.0,1919,1,4,167000
7,1802,793.0,901,1.0,216.0,1920,1,4,200100
5,1465,992.0,992,1.0,240.0,1939,2,3,131000
5,1288,824.0,824,1.0,240.0,1941,1,4,112000
7,1717,756.0,961,3.0,642.0,1915,1,3,140000
6,1550,817.0,940,1.0,318.0,1920,1,3,195000
8,1517,792.0,792,2.0,400.0,1929,1,3,230000
5,1717,901.0,1125,1.0,410.0,1940,1,2,194000
4,1180,700.0,1180,1.0,252.0,1922,1,2,137500
7,2057,1017.0,1020,1.0,180.0,1936,1,3,250000
7,1671,1022.0,1122,2.0,451.0,1929,2,4,218000
6,2345,952.0,1170,2.0,360.0,1932,2,4,239000
7,1609,637.0,959,3.0,579.0,1932,1,3,199500
6,1801,697.0,1104,2.0,365.0,1930,1,3,210000
6,1811,1073.0,1811,2.0,470.0,1956,1,2,230000
5,1647,1430.0,1647,2.0,621.0,1977,2,3,217500
5,2315,1168.0,1278,1.0,342.0,1950,2,4,257000
5,1336,1165.0,1336,1.0,375.0,1953,1,2,157000
6,1844,1844.0,1844,2.0,540.0,1969,2,3,223000
5,976,976.0,976,1.0,215.0,1942,1,2,102000
6,1285,861.0,861,2.0,506.0,1926,1,3,145400
4,672,432.0,672,0.0,0.0,1925,1,2,72000
4,641,641.0,641,1.0,272.0,1925,1,2,85000
4,951,951.0,951,1.0,327.0,1936,1,2,106500
6,1638,967.0,967,1.0,384.0,1957,2,4,139000
4,1336,637.0,897,1.0,570.0,1920,1,3,108000
3,729,0.0,729,0.0,0.0,1945,1,2,51689
2,480,480.0,480,1.0,308.0,1949,0,1,35311
5,1396,660.0,1060,0.0,0.0,1951,2,4,115000
3,936,216.0,576,0.0,0.0,1916,1,2,78000
8,1778,1573.0,1778,2.0,495.0,2005,2,2,375000
8,1646,1594.0,1646,2.0,525.0,2004,2,2,300000
6,1625,1625.0,1625,2.0,576.0,1979,2,3,242500
6,1664,1664.0,1664,2.0,616.0,1978,2,4,145000
8,1491,1491.0,1491,2.0,490.0,2001,2,3,209000
6,1004,975.0,1004,2.0,504.0,1977,1,2,135000
6,1210,1128.0,1210,2.0,528.0,1975,2,3,148000
7,1959,1907.0,1959,3.0,766.0,1988,3,5,171000
7,2519,1210.0,1238,2.0,628.0,1989,2,4,335000
7,1295,0.0,1295,1.0,312.0,1986,2,2,230000
6,1650,1632.0,1650,2.0,518.0,1958,1,2,250764
8,1707,1686.0,1707,2.0,511.0,1981,2,2,228000
6,1137,1112.0,1137,2.0,551.0,1987,2,2,176000
7,1339,1309.0,1339,2.0,484.0,1990,2,2,180000
7,2514,1216.0,1298,2.0,693.0,1990,2,4,250000
6,1403,1381.0,1403,2.0,470.0,2000,2,2,202000
8,1800,1800.0,1800,3.0,765.0,2002,2,3,312500
8,1960,1728.0,1960,3.0,714.0,2005,2,3,320000
8,2028,1868.0,2028,3.0,880.0,2005,2,2,369900
9,1838,1838.0,1838,3.0,682.0,2005,2,3,359900
1,1600,0.0,1600,1.0,270.0,1951,1,3,81500
7,1368,1288.0,1368,4.0,784.0,1997,2,2,215000
6,1216,1216.0,1216,2.0,402.0,1998,2,2,164000
6,1337,1237.0,1337,2.0,405.0,1998,2,2,153500
5,1140,1140.0,1140,0.0,0.0,2006,1,3,84500
5,1304,264.0,616,1.0,336.0,1977,1,3,104500
5,1475,757.0,925,1.0,336.0,1977,2,4,127000
6,2521,942.0,1291,2.0,576.0,1973,2,5,151400
5,874,864.0,874,1.0,288.0,1968,1,3,126500
5,1652,1652.0,1652,3.0,928.0,1970,2,4,146500
4,630,630.0,630,0.0,0.0,1970,1,1,73000
4,1092,546.0,546,1.0,253.0,1972,1,3,79400
5,1360,1104.0,1360,1.0,336.0,1969,1,3,140000
5,630,630.0,630,0.0,0.0,1970,1,1,92000
4,1092,546.0,546,1.0,286.0,1970,1,3,87550
4,1092,546.0,546,0.0,0.0,1970,1,3,79500
4,1092,546.0,546,0.0,0.0,1970,1,3,90500
4,1092,546.0,546,1.0,286.0,1970,1,3,71000
6,1728,1728.0,1728,2.0,574.0,1976,2,4,150900
5,1728,1728.0,1728,2.0,560.0,1976,2,4,188000
5,1126,1126.0,1126,2.0,484.0,1977,2,3,160000
5,1224,1224.0,1224,2.0,576.0,1960,1,4,131000
6,1003,1003.0,1003,2.0,588.0,1984,1,3,142500
5,902,864.0,902,2.0,484.0,1983,1,2,131000
5,970,912.0,970,0.0,0.0,1992,1,3,132000
5,1389,1389.0,1389,2.0,418.0,1974,1,2,170000
7,2000,996.0,996,3.0,650.0,1993,2,3,188000
